Entry	Reviewed	Entry Name	Protein names	Gene Names	Organism	Length	Protein families	Subcellular location [CC]	Pfam	Gene Ontology (biological process)	Gene Ontology (cellular component)	Gene Ontology (molecular function)	Gene Ontology IDs
A0A0R3TFV6	unreviewed	A0A0R3TFV6_RODNA	Uncharacterized protein	HNAJ_LOCUS5943	Rodentolepis nana (Dwarf tapeworm) (Hymenolepis nana)	177	Amiloride-sensitive sodium channel (TC 1.A.6) family	SUBCELLULAR LOCATION: Membrane {ECO:0000256|ARBA:ARBA00004141}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004141}.	PF00858;		integral component of membrane [GO:0016021]	sodium channel activity [GO:0005272]	GO:0005272; GO:0016021
A0A0R3TJX9	unreviewed	A0A0R3TJX9_RODNA	Amiloride-sensitive sodium channel	HNAJ_LOCUS7422	Rodentolepis nana (Dwarf tapeworm) (Hymenolepis nana)	686	Amiloride-sensitive sodium channel (TC 1.A.6) family	SUBCELLULAR LOCATION: Membrane {ECO:0000256|ARBA:ARBA00004141}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004141}.	PF00858;		integral component of membrane [GO:0016021]	sodium channel activity [GO:0005272]	GO:0005272; GO:0016021
A0A0R3TLF4	unreviewed	A0A0R3TLF4_RODNA	Amiloride-sensitive sodium channel	HNAJ_LOCUS8069	Rodentolepis nana (Dwarf tapeworm) (Hymenolepis nana)	577	Amiloride-sensitive sodium channel (TC 1.A.6) family	SUBCELLULAR LOCATION: Membrane {ECO:0000256|ARBA:ARBA00004141}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004141}.	PF00858;		integral component of membrane [GO:0016021]	sodium channel activity [GO:0005272]	GO:0005272; GO:0016021
A0A0R3TME0	unreviewed	A0A0R3TME0_RODNA	Neur_chan_memb domain-containing protein		Rodentolepis nana (Dwarf tapeworm) (Hymenolepis nana)	235				ion transport [GO:0006811]	integral component of membrane [GO:0016021]		GO:0006811; GO:0016021
A0A0R3TN79	unreviewed	A0A0R3TN79_RODNA	Uncharacterized protein	HNAJ_LOCUS8818	Rodentolepis nana (Dwarf tapeworm) (Hymenolepis nana)	215	Amiloride-sensitive sodium channel (TC 1.A.6) family	SUBCELLULAR LOCATION: Membrane {ECO:0000256|ARBA:ARBA00004141}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004141}.	PF00858;		integral component of membrane [GO:0016021]	sodium channel activity [GO:0005272]	GO:0005272; GO:0016021
A0A0R3TPZ3	unreviewed	A0A0R3TPZ3_RODNA	PBPe domain-containing protein	HNAJ_LOCUS9575	Rodentolepis nana (Dwarf tapeworm) (Hymenolepis nana)	293			PF00497;		integral component of membrane [GO:0016021]	ligand-gated ion channel activity [GO:0015276]	GO:0015276; GO:0016021
A0A0R3TQV1	unreviewed	A0A0R3TQV1_RODNA	PBPe domain-containing protein	HNAJ_LOCUS9927	Rodentolepis nana (Dwarf tapeworm) (Hymenolepis nana)	764			PF00060;PF00497;		integral component of membrane [GO:0016021]	ligand-gated ion channel activity [GO:0015276]; signaling receptor activity [GO:0038023]	GO:0015276; GO:0016021; GO:0038023
A0A0R3TR79	unreviewed	A0A0R3TR79_RODNA	DNA-directed RNA polymerase	HNAJ_LOCUS10071	Rodentolepis nana (Dwarf tapeworm) (Hymenolepis nana)	187	Amiloride-sensitive sodium channel (TC 1.A.6) family	SUBCELLULAR LOCATION: Membrane {ECO:0000256|ARBA:ARBA00004141}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004141}.	PF00858;		integral component of membrane [GO:0016021]	sodium channel activity [GO:0005272]	GO:0005272; GO:0016021
A0A0R3TS64	unreviewed	A0A0R3TS64_RODNA	Lig_chan-Glu_bd domain-containing protein	HNAJ_LOCUS10467	Rodentolepis nana (Dwarf tapeworm) (Hymenolepis nana)	296		SUBCELLULAR LOCATION: Membrane {ECO:0000256|ARBA:ARBA00004141}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004141}.	PF10613;		plasma membrane [GO:0005886]	ionotropic glutamate receptor activity [GO:0004970]	GO:0004970; GO:0005886
A0A0R3TST6	unreviewed	A0A0R3TST6_RODNA	PBPe domain-containing protein	HNAJ_LOCUS10727	Rodentolepis nana (Dwarf tapeworm) (Hymenolepis nana)	144			PF00060;		integral component of membrane [GO:0016021]	ligand-gated ion channel activity [GO:0015276]	GO:0015276; GO:0016021
A0A0R3TVP8	unreviewed	A0A0R3TVP8_RODNA	Amiloride-sensitive sodium channel subunit alpha	HNAJ_LOCUS11895	Rodentolepis nana (Dwarf tapeworm) (Hymenolepis nana)	297	Amiloride-sensitive sodium channel (TC 1.A.6) family	SUBCELLULAR LOCATION: Membrane {ECO:0000256|ARBA:ARBA00004141}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004141}.	PF00858;		integral component of membrane [GO:0016021]	sodium channel activity [GO:0005272]	GO:0005272; GO:0016021
A0A0R3TW94	unreviewed	A0A0R3TW94_RODNA	Lig_chan-Glu_bd domain-containing protein	HNAJ_LOCUS12109	Rodentolepis nana (Dwarf tapeworm) (Hymenolepis nana)	132		SUBCELLULAR LOCATION: Membrane {ECO:0000256|ARBA:ARBA00004141}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004141}.	PF10613;		membrane [GO:0016020]	ionotropic glutamate receptor activity [GO:0004970]	GO:0004970; GO:0016020
A0A0R3TY47	unreviewed	A0A0R3TY47_RODNA	Amiloride-sensitive sodium channel subunit alpha	HNAJ_LOCUS12770	Rodentolepis nana (Dwarf tapeworm) (Hymenolepis nana)	250	Amiloride-sensitive sodium channel (TC 1.A.6) family	SUBCELLULAR LOCATION: Membrane {ECO:0000256|ARBA:ARBA00004141}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004141}.	PF00858;		integral component of membrane [GO:0016021]	sodium channel activity [GO:0005272]	GO:0005272; GO:0016021
A0A0R3TYG5	unreviewed	A0A0R3TYG5_RODNA	Pept_C1 domain-containing protein	HNAJ_LOCUS12888	Rodentolepis nana (Dwarf tapeworm) (Hymenolepis nana)	159	Amiloride-sensitive sodium channel (TC 1.A.6) family	SUBCELLULAR LOCATION: Membrane {ECO:0000256|ARBA:ARBA00004141}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004141}.	PF00858;		integral component of membrane [GO:0016021]	sodium channel activity [GO:0005272]	GO:0005272; GO:0016021
A0A0R3TYN2	unreviewed	A0A0R3TYN2_RODNA	Lig_chan-Glu_bd domain-containing protein	HNAJ_LOCUS12955	Rodentolepis nana (Dwarf tapeworm) (Hymenolepis nana)	82		SUBCELLULAR LOCATION: Membrane {ECO:0000256|ARBA:ARBA00004141}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004141}.	PF10613;		membrane [GO:0016020]	ionotropic glutamate receptor activity [GO:0004970]	GO:0004970; GO:0016020
A0A0R3TZ05	unreviewed	A0A0R3TZ05_RODNA	PBPe domain-containing protein		Rodentolepis nana (Dwarf tapeworm) (Hymenolepis nana)	268			PF00060;PF00497;		integral component of membrane [GO:0016021]	ligand-gated ion channel activity [GO:0015276]	GO:0015276; GO:0016021
A0A0R3TZW7	unreviewed	A0A0R3TZW7_RODNA	PBPe domain-containing protein	HNAJ_LOCUS13390	Rodentolepis nana (Dwarf tapeworm) (Hymenolepis nana)	353			PF00060;		integral component of membrane [GO:0016021]	ligand-gated ion channel activity [GO:0015276]	GO:0015276; GO:0016021
A0A0R3U0T0	unreviewed	A0A0R3U0T0_RODNA	Neur_chan_memb domain-containing protein	HNAJ_LOCUS13703	Rodentolepis nana (Dwarf tapeworm) (Hymenolepis nana)	153			PF02932;		integral component of membrane [GO:0016021]	ion channel activity [GO:0005216]; transmembrane signaling receptor activity [GO:0004888]	GO:0004888; GO:0005216; GO:0016021
A0A0R3UDW1	unreviewed	A0A0R3UDW1_MESCO	Amiloride-sensitive sodium channel	MCOS_LOCUS5118	Mesocestoides corti (Flatworm)	214	Amiloride-sensitive sodium channel (TC 1.A.6) family	SUBCELLULAR LOCATION: Membrane {ECO:0000256|ARBA:ARBA00004141}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004141}.	PF00858;		integral component of membrane [GO:0016021]	sodium channel activity [GO:0005272]	GO:0005272; GO:0016021
A0A0R3UEW8	unreviewed	A0A0R3UEW8_MESCO	Amiloride-sensitive sodium channel	MCOS_LOCUS5596	Mesocestoides corti (Flatworm)	582	Amiloride-sensitive sodium channel (TC 1.A.6) family	SUBCELLULAR LOCATION: Membrane {ECO:0000256|ARBA:ARBA00004141}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004141}.	PF00858;		integral component of membrane [GO:0016021]	sodium channel activity [GO:0005272]	GO:0005272; GO:0016021
A0A0R3UF31	unreviewed	A0A0R3UF31_MESCO	Amiloride-sensitive cation channel 5		Mesocestoides corti (Flatworm)	131	Amiloride-sensitive sodium channel (TC 1.A.6) family	SUBCELLULAR LOCATION: Membrane {ECO:0000256|ARBA:ARBA00004141}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004141}.	PF00858;		integral component of membrane [GO:0016021]	sodium channel activity [GO:0005272]	GO:0005272; GO:0016021
A0A0R3UHG6	unreviewed	A0A0R3UHG6_MESCO	Amiloride-sensitive sodium channel	MCOS_LOCUS6776	Mesocestoides corti (Flatworm)	615	Amiloride-sensitive sodium channel (TC 1.A.6) family	SUBCELLULAR LOCATION: Membrane {ECO:0000256|ARBA:ARBA00004141}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004141}.	PF00858;		integral component of membrane [GO:0016021]	sodium channel activity [GO:0005272]	GO:0005272; GO:0016021
A0A0R3UJP0	unreviewed	A0A0R3UJP0_MESCO	Amiloride-sensitive sodium channel	MCOS_LOCUS7741	Mesocestoides corti (Flatworm)	585	Amiloride-sensitive sodium channel (TC 1.A.6) family	SUBCELLULAR LOCATION: Membrane {ECO:0000256|ARBA:ARBA00004141}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004141}.	PF00858;		integral component of membrane [GO:0016021]	sodium channel activity [GO:0005272]	GO:0005272; GO:0016021
A0A0R3VT86	unreviewed	A0A0R3VT86_TAEAS	P2X purinoceptor	TASK_LOCUS436	Taenia asiatica (Asian tapeworm)	526					integral component of membrane [GO:0016021]		GO:0016021
A0A0R3VU35	unreviewed	A0A0R3VU35_TAEAS	PBPe domain-containing protein	TASK_LOCUS796	Taenia asiatica (Asian tapeworm)	692			PF00060;PF00497;		integral component of membrane [GO:0016021]	ligand-gated ion channel activity [GO:0015276]; signaling receptor activity [GO:0038023]	GO:0015276; GO:0016021; GO:0038023
A0A0R3VW19	unreviewed	A0A0R3VW19_TAEAS	Amiloride-sensitive sodium channel	TASK_LOCUS1614	Taenia asiatica (Asian tapeworm)	617	Amiloride-sensitive sodium channel (TC 1.A.6) family	SUBCELLULAR LOCATION: Membrane {ECO:0000256|ARBA:ARBA00004141}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004141}.	PF00858;		integral component of membrane [GO:0016021]	sodium channel activity [GO:0005272]	GO:0005272; GO:0016021
A0A0R3VZ99	unreviewed	A0A0R3VZ99_TAEAS	Neur_chan_memb domain-containing protein	TASK_LOCUS2744	Taenia asiatica (Asian tapeworm)	222			PF02932;	ion transport [GO:0006811]	integral component of membrane [GO:0016021]		GO:0006811; GO:0016021
A0A0R3VZE0	unreviewed	A0A0R3VZE0_TAEAS	Lig_chan-Glu_bd domain-containing protein		Taenia asiatica (Asian tapeworm)	151		SUBCELLULAR LOCATION: Membrane {ECO:0000256|ARBA:ARBA00004141}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004141}.	PF10613;		membrane [GO:0016020]	ionotropic glutamate receptor activity [GO:0004970]	GO:0004970; GO:0016020
A0A0R3W2A4	unreviewed	A0A0R3W2A4_TAEAS	Folliculin	TASK_LOCUS3927	Taenia asiatica (Asian tapeworm)	842	Amiloride-sensitive sodium channel (TC 1.A.6) family	SUBCELLULAR LOCATION: Membrane {ECO:0000256|ARBA:ARBA00004141}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004141}.	PF00858;		integral component of membrane [GO:0016021]	sodium channel activity [GO:0005272]	GO:0005272; GO:0016021
A0A0R3W4Y2	unreviewed	A0A0R3W4Y2_TAEAS	Amiloride sensitive cation channel	TASK_LOCUS5141	Taenia asiatica (Asian tapeworm)	696	Amiloride-sensitive sodium channel (TC 1.A.6) family	SUBCELLULAR LOCATION: Membrane {ECO:0000256|ARBA:ARBA00004141}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004141}.	PF00858;		integral component of membrane [GO:0016021]	sodium channel activity [GO:0005272]	GO:0005272; GO:0016021
A0A0R3W524	unreviewed	A0A0R3W524_TAEAS	Uncharacterized protein	TASK_LOCUS5192	Taenia asiatica (Asian tapeworm)	310							
A0A0R3W9A9	unreviewed	A0A0R3W9A9_TAEAS	RICTOR_V domain-containing protein		Taenia asiatica (Asian tapeworm)	1960			PF14668;	TOR signaling [GO:0031929]	TORC2 complex [GO:0031932]		GO:0031929; GO:0031932
A0A0R3WAS3	unreviewed	A0A0R3WAS3_TAEAS	Amiloride-sensitive sodium channel	TASK_LOCUS7676	Taenia asiatica (Asian tapeworm)	578	Amiloride-sensitive sodium channel (TC 1.A.6) family	SUBCELLULAR LOCATION: Membrane {ECO:0000256|ARBA:ARBA00004141}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004141}.	PF00858;		integral component of membrane [GO:0016021]	sodium channel activity [GO:0005272]	GO:0005272; GO:0016021
A0A0R3WE96	unreviewed	A0A0R3WE96_TAEAS	Ovule protein	TASK_LOCUS9129	Taenia asiatica (Asian tapeworm)	69					integral component of membrane [GO:0016021]	extracellular ligand-gated ion channel activity [GO:0005230]	GO:0005230; GO:0016021
A0A0R3WE97	unreviewed	A0A0R3WE97_TAEAS	Neur_chan_memb domain-containing protein	TASK_LOCUS9130	Taenia asiatica (Asian tapeworm)	203		SUBCELLULAR LOCATION: Membrane {ECO:0000256|ARBA:ARBA00004141}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004141}.	PF02932;		integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]	extracellular ligand-gated ion channel activity [GO:0005230]; transmembrane signaling receptor activity [GO:0004888]	GO:0004888; GO:0005230; GO:0005886; GO:0016021
A0A0R3WFJ5	unreviewed	A0A0R3WFJ5_TAEAS	Amiloride-sensitive sodium channel	TASK_LOCUS9639	Taenia asiatica (Asian tapeworm)	593	Amiloride-sensitive sodium channel (TC 1.A.6) family	SUBCELLULAR LOCATION: Membrane {ECO:0000256|ARBA:ARBA00004141}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004141}.	PF00858;		integral component of membrane [GO:0016021]	sodium channel activity [GO:0005272]	GO:0005272; GO:0016021
A0A0R3WK95	unreviewed	A0A0R3WK95_HYDTA	Amiloride-sensitive sodium channel	TTAC_LOCUS1131	Hydatigena taeniaeformis (Feline tapeworm) (Taenia taeniaeformis)	268	Amiloride-sensitive sodium channel (TC 1.A.6) family	SUBCELLULAR LOCATION: Membrane {ECO:0000256|ARBA:ARBA00004141}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004141}.	PF00858;		integral component of membrane [GO:0016021]	sodium channel activity [GO:0005272]	GO:0005272; GO:0016021
A0A0R3WL16	unreviewed	A0A0R3WL16_HYDTA	Neur_chan_LBD domain-containing protein	TTAC_LOCUS1436	Hydatigena taeniaeformis (Feline tapeworm) (Taenia taeniaeformis)	277	Ligand-gated ion channel (TC 1.A.9) family	SUBCELLULAR LOCATION: Membrane {ECO:0000256|ARBA:ARBA00004141}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004141}.	PF02931;		integral component of membrane [GO:0016021]	extracellular ligand-gated ion channel activity [GO:0005230]; transmembrane signaling receptor activity [GO:0004888]	GO:0004888; GO:0005230; GO:0016021
A0A0R3WN69	unreviewed	A0A0R3WN69_HYDTA	Amiloride-sensitive sodium channel	TTAC_LOCUS2194	Hydatigena taeniaeformis (Feline tapeworm) (Taenia taeniaeformis)	334	Amiloride-sensitive sodium channel (TC 1.A.6) family	SUBCELLULAR LOCATION: Membrane {ECO:0000256|ARBA:ARBA00004141}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004141}.	PF00858;		integral component of membrane [GO:0016021]	sodium channel activity [GO:0005272]	GO:0005272; GO:0016021
A0A0R3WP84	unreviewed	A0A0R3WP84_HYDTA	Glutamate receptor	TTAC_LOCUS2559	Hydatigena taeniaeformis (Feline tapeworm) (Taenia taeniaeformis)	266		SUBCELLULAR LOCATION: Cell membrane {ECO:0000256|ARBA:ARBA00004651}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004651}. Membrane {ECO:0000256|ARBA:ARBA00004141}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004141}.	PF00060;PF10613;		integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]	ionotropic glutamate receptor activity [GO:0004970]	GO:0004970; GO:0005886; GO:0016021
A0A0R3WQQ7	unreviewed	A0A0R3WQQ7_HYDTA	CBAH domain-containing protein	TTAC_LOCUS3082	Hydatigena taeniaeformis (Feline tapeworm) (Taenia taeniaeformis)	436	Amiloride-sensitive sodium channel (TC 1.A.6) family	SUBCELLULAR LOCATION: Membrane {ECO:0000256|ARBA:ARBA00004141}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004141}.	PF00858;		integral component of membrane [GO:0016021]	sodium channel activity [GO:0005272]	GO:0005272; GO:0016021
A0A0R3WRI9	unreviewed	A0A0R3WRI9_HYDTA	Uncharacterized protein		Hydatigena taeniaeformis (Feline tapeworm) (Taenia taeniaeformis)	150	Amiloride-sensitive sodium channel (TC 1.A.6) family	SUBCELLULAR LOCATION: Membrane {ECO:0000256|ARBA:ARBA00004141}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004141}.	PF00858;		integral component of membrane [GO:0016021]	sodium channel activity [GO:0005272]	GO:0005272; GO:0016021
A0A0R3WSF8	unreviewed	A0A0R3WSF8_HYDTA	FXYD domain-containing ion transport regulator	TTAC_LOCUS3683	Hydatigena taeniaeformis (Feline tapeworm) (Taenia taeniaeformis)	90					integral component of membrane [GO:0016021]		GO:0016021
A0A0R3WTT1	unreviewed	A0A0R3WTT1_HYDTA	Ionotropic receptor	TTAC_LOCUS4155	Hydatigena taeniaeformis (Feline tapeworm) (Taenia taeniaeformis)	127					integral component of membrane [GO:0016021]		GO:0016021
A0A0R3WW66	unreviewed	A0A0R3WW66_HYDTA	Lig_chan-Glu_bd domain-containing protein	TTAC_LOCUS4991	Hydatigena taeniaeformis (Feline tapeworm) (Taenia taeniaeformis)	170		SUBCELLULAR LOCATION: Membrane {ECO:0000256|ARBA:ARBA00004141}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004141}.	PF10613;		integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]	ionotropic glutamate receptor activity [GO:0004970]	GO:0004970; GO:0005886; GO:0016021
A0A0R3WXJ7	unreviewed	A0A0R3WXJ7_HYDTA	Amiloride-sensitive sodium channel	TTAC_LOCUS5470	Hydatigena taeniaeformis (Feline tapeworm) (Taenia taeniaeformis)	202	Amiloride-sensitive sodium channel (TC 1.A.6) family	SUBCELLULAR LOCATION: Membrane {ECO:0000256|ARBA:ARBA00004141}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004141}.	PF00858;		integral component of membrane [GO:0016021]	sodium channel activity [GO:0005272]	GO:0005272; GO:0016021
A0A0R3WXQ8	unreviewed	A0A0R3WXQ8_HYDTA	Lig_chan-Glu_bd domain-containing protein	TTAC_LOCUS5532	Hydatigena taeniaeformis (Feline tapeworm) (Taenia taeniaeformis)	115		SUBCELLULAR LOCATION: Membrane {ECO:0000256|ARBA:ARBA00004141}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004141}.	PF10613;		membrane [GO:0016020]	ionotropic glutamate receptor activity [GO:0004970]	GO:0004970; GO:0016020
A0A0R3WZ38	unreviewed	A0A0R3WZ38_HYDTA	Neur_chan_memb domain-containing protein	TTAC_LOCUS6011	Hydatigena taeniaeformis (Feline tapeworm) (Taenia taeniaeformis)	173		SUBCELLULAR LOCATION: Membrane {ECO:0000256|ARBA:ARBA00004141}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004141}.	PF02931;PF02932;		integral component of membrane [GO:0016021]	extracellular ligand-gated ion channel activity [GO:0005230]; transmembrane signaling receptor activity [GO:0004888]	GO:0004888; GO:0005230; GO:0016021
A0A0R3X0K7	unreviewed	A0A0R3X0K7_HYDTA	Amiloride-sensitive sodium channel subunit alpha	TTAC_LOCUS6657	Hydatigena taeniaeformis (Feline tapeworm) (Taenia taeniaeformis)	345	Amiloride-sensitive sodium channel (TC 1.A.6) family	SUBCELLULAR LOCATION: Membrane {ECO:0000256|ARBA:ARBA00004141}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004141}.	PF00858;		integral component of membrane [GO:0016021]	sodium channel activity [GO:0005272]	GO:0005272; GO:0016021
A0A0R3X0K8	unreviewed	A0A0R3X0K8_HYDTA	Uncharacterized protein	TTAC_LOCUS6658	Hydatigena taeniaeformis (Feline tapeworm) (Taenia taeniaeformis)	209	Amiloride-sensitive sodium channel (TC 1.A.6) family	SUBCELLULAR LOCATION: Membrane {ECO:0000256|ARBA:ARBA00004141}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004141}.	PF00858;		integral component of membrane [GO:0016021]	sodium channel activity [GO:0005272]	GO:0005272; GO:0016021
A0A0R3X114	unreviewed	A0A0R3X114_HYDTA	Neur_chan_memb domain-containing protein		Hydatigena taeniaeformis (Feline tapeworm) (Taenia taeniaeformis)	399				ion transport [GO:0006811]	integral component of membrane [GO:0016021]		GO:0006811; GO:0016021
A0A0R3X172	unreviewed	A0A0R3X172_HYDTA	Acid-sensing ion channel 4	TTAC_LOCUS6914	Hydatigena taeniaeformis (Feline tapeworm) (Taenia taeniaeformis)	275	Amiloride-sensitive sodium channel (TC 1.A.6) family	SUBCELLULAR LOCATION: Membrane {ECO:0000256|ARBA:ARBA00004141}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004141}.	PF00858;		integral component of membrane [GO:0016021]	sodium channel activity [GO:0005272]	GO:0005272; GO:0016021
A0A0R3X1H7	unreviewed	A0A0R3X1H7_HYDTA	Acid-sensing ion channel 4	TTAC_LOCUS7043	Hydatigena taeniaeformis (Feline tapeworm) (Taenia taeniaeformis)	202	Amiloride-sensitive sodium channel (TC 1.A.6) family	SUBCELLULAR LOCATION: Membrane {ECO:0000256|ARBA:ARBA00004141}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004141}.	PF00858;		integral component of membrane [GO:0016021]	sodium channel activity [GO:0005272]	GO:0005272; GO:0016021
A0A0R3X2Z6	unreviewed	A0A0R3X2Z6_HYDTA	Amiloride-sensitive sodium channel	TTAC_LOCUS7677	Hydatigena taeniaeformis (Feline tapeworm) (Taenia taeniaeformis)	694	Amiloride-sensitive sodium channel (TC 1.A.6) family	SUBCELLULAR LOCATION: Membrane {ECO:0000256|ARBA:ARBA00004141}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004141}.	PF00858;		integral component of membrane [GO:0016021]	sodium channel activity [GO:0005272]	GO:0005272; GO:0016021
